text,trans,type
283くじの抽選が受けれるチケットです。,283 복권 추첨을 할 수 있는 티켓입니다.,text
W.I.N.G.決勝に進出しよう,W.I.N.G. 결승에 진출하자,text
W.I.N.G.を優勝しよう,W.I.N.G. 에서 우승하자,text
「伝説の一瞬」：1回のアピールで全ての審査員からラストアピールを獲得する,「전설의 일순」 : 1회의 어필로 모든 심사원으로부터 라스트 어필을 획득한다,text
「完全掌握」：全ての審査員からトップアピールを獲得する,「완전 장악」 : 모든 심사원으로부터 탑 어필을 획득한다,text
「パーフェクトライブ」：全ての審査員からトップアピールとラストアピールを獲得する,「퍼펙트 라이브」 : 모든 심사원으로부터 탑 어필과 라스트 어필을 획득한다,text
SR特訓はづきさん（サポート）,SR특훈 하즈키씨(서포트),text
SRのサポートアイドルを特訓します,SR 서포트 아이돌을 특훈합니다,text
SR特訓はづきさん（プロデュース）,SR특훈 하즈키씨(프로듀스),text
SRのプロデュースアイドルを特訓します,SR 프로듀스 아이돌을 특훈합니다,text
SSR確定ガシャチケット,SSR 확정 가챠티켓,text
SSR確定ガシャが引けるチケットです,SSR 확정 가챠를 할수있는 티켓입니다,text
SSR特訓はづきさん（サポート）,SSR특훈 하즈키씨(서포트),text
SSRのサポートアイドルを特訓します,SSR 서포트 아이돌을 특훈합니다,text
SSR特訓はづきさん（プロデュース）,SSR특훈 하즈키씨(프로듀스),text
SSRのプロデュースアイドルを特訓します,SSR 프로듀스 아이돌을 특훈합니다,text
【W.I.N.G.編】いずれかのアイドルのTrueEndを見よう,【W.I.N.G.】아무 아이돌의 TrueEnd를 보자,text
【W.I.N.G.編】W.I.N.G.決勝に進出しよう,【W.I.N.G.】W.I.N.G. 결승에 진출하자,text
ファン感謝祭をクリアしよう,팬 감사제를 클리어 하자,text
ファン感謝祭でMVPを1回取ろう,팬 감사제에서 MVP를 1회 획득하자,text
プロデュースを開始しよう,프로듀스를 개시하자,text
トラブルを発生させずにシーズンをクリアしよう,트러블을 일으키지 않고 시즌을 클리어하자,text
「オールアイドル感謝FESTIVAL」に2回合格しよう,「ALL IDOL 감사FESTIVAL」에 2회 합격하자,text
「夕方ワイド アイドル一番！」に1回合格しよう,「야간와이드 아이돌 제일!」에 1회 합격하자,text
「踊っていいとも？増刊号」に1回合格しよう,「춤춰도 괜찮지? 증간호」에 1회 합격하자,text
「SPOT LIGHTのせいにして…」に1回合格しよう,「SPOT LIGHT를 위해서…」에 1회 합격하자,text
「THE LEGEND」に3回合格しよう,「THE LEGEND」에 3회 합격하자,text
ゲームにログインしよう,게임에 로그인하자,text
櫻木真乃,사쿠라기 마노,name
風野灯織,카자노 히오리,name
八宮めぐる,하치미야 메구루,name
月岡恋鐘,츠키오카 코가네,name
田中摩美々,타나카 마미미,name
白瀬咲耶,시라세 사쿠야,name
三峰結華,미츠미네 유이카,name
幽谷霧子,유코쿠 키리코,name
小宮果穂,코미야 카호,name
園田智代子,소노다 치요코,name
西城樹里,사이죠 쥬리,name
杜野凛世,모리노 린제,name
有栖川夏葉,아리스가와 나츠하,name
大崎甘奈,오사키 아마나,name
大崎甜花,오사키 텐카,name
桑山千雪,쿠와야마 치유키,name
芹沢あさひ,세리자와 아사히,name
黛冬優子,마유즈미 후유코,name
和泉愛依,이즈미 메이,name
櫻木 真乃,사쿠라기 마노,name
風野 灯織,카자노 히오리,name
八宮 めぐる,하치미야 메구루,name
月岡 恋鐘,츠키오카 코가네,name
田中 摩美々,타나카 마미미,name
白瀬 咲耶,시라세 사쿠야,name
三峰 結華,미츠미네 유이카,name
幽谷 霧子,유코쿠 키리코,name
小宮 果穂,코미야 카호,name
園田 智代子,소노다 치요코,name
西城 樹里,사이죠 쥬리,name
杜野 凛世,모리노 린제,name
有栖川 夏葉,아리스가와 나츠하,name
大崎 甘奈,오사키 아마나,name
大崎 甜花,오사키 텐카,name
桑山 千雪,쿠와야마 치유키,name
芹沢 あさひ,세리자와 아사히,name
黛 冬優子,마유즈미 후유코,name
和泉 愛依,이즈미 메이,name
浅倉透,아사쿠라 토오루,name
浅倉 透,아사쿠라 토오루,name
市川雛菜,이치카와 히나나,name
市川 雛菜,이치카와 히나나,name
樋口円香,히구치 마도카,name
樋口 円香,히구치 마도카,name
福丸小糸,후쿠마루 코이토,name
福丸 小糸,후쿠마루 코이토,name
フェス,페스,noun
フェスリハーサル,페스 리허설,noun
グレードフェス,그레이드 페스,noun
リンクアピール,링크 어필,noun
パーフェクト,퍼펙트,noun
がっちりアピール,갓챠리 어필,noun
トップアピール,탑 어필,noun
ラストアピール,라스트 어필,noun
プロ根性,프로 근성,noun
NORMAL,NORMAL,noun
HARD,HARD,noun
VERYHARD,VERYHARD,noun
審査員,심사원,noun
イルミネーションスターズ,일루미네이션 스타즈,noun
放課後クライマックスガールズ,방과후 클라이맥스걸즈,noun
アンティーカ,안티카,noun
アルストロメリア,알스트로메리아,noun
ストレイライト,스트레이라이트,noun
完全掌握,완전장악,noun
フェスマスター,페스 마스터,noun
パーフェクトライブ,퍼펙트 라이브,noun
伝説の一瞬,전설의 일순,noun
ランクF,랭크 F,noun
ランクE,랭크 E,noun
ランクD,랭크 D,noun
ランクC,랭크 C,noun
ランクB,랭크 B,noun
ランクA,랭크 A,noun
ランクS,랭크 S,noun
Fランク,F 랭크,noun
Eランク,E 랭크,noun
Dランク,D 랭크,noun
Cランク,C 랭크,noun
Bランク,B 랭크,noun
Aランク,A 랭크,noun
Sランク,S 랭크,noun
W.I.N.G.編,W.I.N.G. 편,note
ファン感謝祭編,팬 감사제편,note
高難易度,고난이도,note
期間限定,기간 한정,note
白いツバサ,하얀날개,note
２８３プロのヒナ,283프로의 병아리,note
【$note】ゲームにログインしよう,【$note】게임에 로그인하자,exp
$nounに$num回参加しよう,$1에 $2회 참가하자,exp
営業を$num回しよう,영업을 $1회 하자,exp
フェス参加権が$num回復します,페스 참가권이$1회 회복됩니다,exp
$nounを$num回プレイしよう,$1를 $2회 플레이 하자,exp
フェスアイドルを$num人誕生させよう,페스 아이돌을 $1명 탄생시키자,exp
$nounに参加して、$nounを達成しよう,$1에 참가해、 $2를 달성하자,exp
「$noun」：条件を満たすことで発動できる特別なスキル,「$1」 : 조건을 채우는 것으로 발동할 수 있는 특별한 스킬,exp
$nounに参加して、$nounを$num回達成しよう,$1에 참가해、 $2를 $3회 달성하자,exp
「$noun」：アピールメーターを$nounの位置で止める,「$1」 : 어필 미터를 $2의 위치에서 세운다,exp
「$noun」：$num人の$nounから$nounと$nounを獲得する,「$1」 : $2명의 $3로부터 $4와 $5를 획득한다,exp
$noun以上の$nounに参加して、$nounを$num回達成しよう,$1 이상의 $2에 참가해、 $3를(을) $4회 달성하자,exp
$nounに参加して、$num位になろう,$1에 참가해、 $2위가 되자,exp
$noun以上の$nounに参加して、$num位になろう,$1 이상의 $2에 참가해、 $3위가 되자,exp
$nounの$nounに参加して、$num位になろう,$1의 $2에 참가해、 $3위가 되자,exp
【$note】$nounの$nounに参加して、$num位に$num回なろう,【$1】$2의 $3에 참가해、 $4위를 $5회 하자,exp
$nounの$nounに参加して、$num位以上になろう,$1의 $2에 참가해、 $3위 이상이 되자,exp
$noun全員を編成して、$noun以上の$nounに参加しよう,$1 전원을 편성해、 $2 이상의 $3에 참가하자,exp
$noun全員を編成して、$noun以上の$nounに$num回参加しよう,$1 전원을 편성해、 $2 이상의 $3에 $4회 참가하자,exp
$noun全員を編成して、$nounで$num位になろう,$1 전원을 편성해、 $2에서 $3위가 되자,exp
$noun全員を編成して、$nounで$num位に$num回なろう,$1 전원을 편성해、 $2에서 $3위를 $4회 하자,exp
$noun全員を編成して、$noun以上の$nounで$num位になろう,$1 전원을 편성해、 $2 이상의 $3에서 $4위가 되자,exp
$noun全員を編成して、$noun以上の$nounで$nounを達成しよう,$1 전원을 편성해、 $2 이상의 $3에서 $4을 달성하자,exp
$noun全員を編成して、$noun以上の$nounで$nounを$num回達成しよう,$1 전원을 편성해、 $2 이상의 $3에서 $4를 $5회 달성하자,exp
【$note】$noun全員を編成して、$nounの$nounで$num位になろう,【$1】$2 전원을 편성해、 $3의 $4에서 $5위가 되자,exp
$nameのファンを累計で$num人獲得しよう,$1의 팬을 누계로 $2명 획득하자,exp
$nameのファンを累計で$num万人獲得しよう,$1의 팬을 누계로 $2만명 획득하자,exp
$nameのファンを累計で$num億人獲得しよう,$1의 팬을 누계로 $2억명 획득하자,exp
ファンを累計で$num人獲得しよう,팬을 누계로 $1명 획득하자,exp
ファンを累計で$num万人獲得しよう,팬을 누계로 $1만명 획득하자,exp
ファンを累計で$num億人獲得しよう,팬을 누계로 $1억명 획득하자,exp
$nameの思い出レベルを$numにしよう,$1의 추억 레벨을 $2(으)로 하자,exp
$nounで$num回勝利しよう,$1에서 $2회 승리하자,exp
$nounで$nounを達成しよう,$1에서 $2을 달성하자,exp
「$noun」：$nounボーナスを獲得する,「$1」 : $2 보너스를 획득한다,exp
$nounで$nounを$num回達成しよう,$1에서 $2을 $3회 달성하자,exp
$nounをプレイしよう,$1을 플레이 하자,exp
$nounで勝利しよう,$1에서 승리하자,exp
天井社長からの指令$num,아마이 사장으로부터의 지령 $1,exp
$nounのメンバーを全員入れたデッキでフェスアイドルを誕生させよう,$1의 멤버를 전원 넣은 덱으로 페스 아이돌을 탄생시키자,exp
シーズン$numをクリアしよう,시즌$1을 클리어 하자,exp
$nameのフェスアイドルを誕生させよう,$1의 페스아이돌을 탄생시키자,exp
グレードLv$numに昇格しよう,그레이드 Lv$1에 승격하자,exp
センターに$nameを編成して、$noun以上の$nounに参加して「$noun」を達成しよう,센터에 $1를 편성해、 $2 이상의 $3에 참가해 「$4」을(를) 달성하자,exp
$nameのユニットで、強力なライバルに対して\n「$noun」を達成した証,"$1의 유닛으로, 강력한 라이벌을 대해\n 「$2」를 달성한 증거",exp
$nameのTrueEndを見よう,$1의 TrueEnd를 보자,exp
【$unknown】$nameのTrueEndを見よう,【$1】$2의 TrueEnd를 보자,exp
$nameの「$noun」「$noun」「$noun」を全てクリアしよう,$1의 「$2」 「$3」 「$4」를 모두 클리어 하자,exp
$noun以上のフェスアイドルを誕生させよう,$1 이상의 페스아이돌을 탄생시키자,exp
センターに$nameを編成し$noun以上の$nounに参加して「$noun」を達成しよう,센터에 $1를 편성해 $2 이상의 $3에 참가해 「$4」를 달성하자,exp
$nameをプロデュースしてシーズン$numをクリアしよう,$1를 프로듀스해 시즌$2를 클리어 하자,exp
$nameプロデュースしてシーズン$numをクリアしよう,$1 프로듀스해 시즌$2를 클리어 하자,exp
$nameをプロデュースしてW.I.N.G.決勝に進出しよう,$1를 프로듀스해 W.I.N.G. 결승에 진출하자,exp
【$unknown】$nameをプロデュースしてシーズン$numをクリアしよう,【$1】$2를 프로듀스해 시즌$3를 클리어 하자,exp
【$unknown】$nameを編成してシーズン$numをクリアしよう,【$1】$2를 편성해 시즌$3를 클리어 하자,exp
シーズン$numのオーディションすべてに合格しよう,시즌$1의 오디션 모두에게 합격하자,exp
シーズン$num開催のオーディション「$noun」に合格しよう,시즌$1 개최의 오디션 「$2」에 합격하자,exp
シーズン$num開催の特別オーディション「$noun」に合格しよう,시즌$1 개최의 특별 오디션 「$2」에 합격하자,exp
難易度$numのアイデアノートを$num回コンプリートしよう,난이도$1의 아이디어 노트를$2회컴플릿 하자,exp
$nounの誰か一人をプロデュースして$noun以上のフェスアイドルを誕生させよう,$1의 누군가 한사람을 프로듀스해 $2 이상의 페스아이돌을 탄생시키자,exp
【$note】シーズン$num開催のオーディション「$unknown」に合格しよう,【$1】시즌$2 개최의 오디션 「$3」에 합격하자,exp
【$note】シーズン$num開催の特別オーディション「$unknown」に合格しよう,【$1】시즌$2 개최의 특별 오디션 「$3」에 합격하자,exp
【$note】ファン感謝祭をクリアしよう,【$1】팬 감사제를 클리어 하자,exp
【$note】ファン感謝祭でMVPを1回取ろう,【$1】팬 감사제에서 MVP를 1회 획득하자,exp
【$note】$noun以上の$nounに参加して、「$noun」を達成しよう,【$1】$2 이상의 $3에 참가해 「$4」을(를) 달성하자,exp
累計$numポイント達成,누계 $1포인트 달성,exp
$num周目クリア,$1주차 클리어,exp
最高スコア$num達成,최고 스코어 $1 달성,exp
"累計$num,$numポイント達成","누계 $1,$2포인트 달성",exp
"累計$num,$num,$numポイント達成","누계 $1,$2,$3포인트 달성",exp
"最高スコア$num,$num達成","최고 스코어 $1,$2 달성",exp
トークイベントに出演などでSPを累計$num以上獲得しよう,토크 이벤트 출연 등으로 SP를 누계 $1 이상 획득하자,exp
ラジオの収録などでメンタルを$num以上にしよう,라디오 수록 등으로 멘탈을 $1 이상 만들자,exp
ラジオの収録やトークイベントに出演などでファン数を$num人以上獲得しよう,라디오 수록이나 토크 이벤트에 출연 등으로 팬수를 $1명 이상 획득하자,exp
トークイベントに出演などでSPを累計$num以上にしよう,토크 이벤트 출연 등으로 SP를 누계 $1 이상 얻자,exp
$ukを$num以上にしよう,$1를 $2이상으로 만들자,exp
「$uk」に$num回合格しよう,「$1」에 $2회 합격하자,exp
ファン数を累計$num万人以上獲得しよう,팬수를 누계 $1만명 이상 획득하자,exp
イベントミッションを$num個達成しよう,이벤트 미션을 $1개 달성하자,exp
営業を$num回完了しよう,영업을 $1회 완료하자,exp
【$unknown】$name,【$1】$2,exp
【$note】$name,【$1】$2,exp
W.I.N.G.のプロデュースで$noun以上のフェスアイドルを$num名誕生させよう,W.I.N.G. 프로듀스로 $1 이상의 페스 아이돌을 $2명 탄생시키자,exp
W.I.N.G.編のプロデュースで$noun以上のフェスアイドルを$num名誕生させよう,W.I.N.G.편 프로듀스로 $1 이상의 페스 아이돌을 $2명 탄생시키자,exp
W.I.N.G.編のプロデュースで$noun以上の,W.I.N.G.편 프로듀스로 $1 이상의　,exp
サポートアイドル$num人をLv.$num以上にしよう,서포트 아이돌 $1명을 Lv.$2 이상으로 만들자,exp
サポートアイドルのトレーニングに必要なチケットです\n【Exp:$num】,서포트 아이돌의 트레이닝에 필요한 티켓입니다\n【Exp:$1】,exp
Lv.$numチケット,Lv.$1 티켓,exp
SR以上のサポートアイドルをLv.$numにするチケットです\n【Lv.$num以上のサポートアイドルには使えません】,SR이상의 서포트 아이돌을 Lv.$1로 하는 티켓입니다\n【Lv.$2 이상의 서포트 아이돌에게는 사용할 수 없습니다】,exp
トレーニングで【$unknown】$nameをLv.$numにしよう,트레이닝으로 【$1】$2를 Lv.$3으로 하자,exp
【$unknown】$nameを最大まで特訓しよう,【$1】$2를 최대까지 특훈하자,exp
$nameのSRサポートアイドルです,$1의 SR 서포트 아이돌입니다,exp
【$unknown】$nameを編成しよう,【$1】$2를 편성하자,exp
$nameのRアイドルです,$1의 R 아이돌입니다,exp
【$note】$nameを最大まで特訓しよう,【$1】$2를 최대까지 특훈하자,exp
$nameを$num回プロデュースしよう,$1를 $2회 프로듀스하자,exp
$nameをCランク以上のフェスアイドルにしよう,$1를 C 랭크 이상의 페스아이돌로 만들자,exp
$nameをBランク以上のフェスアイドルにしよう,$1를 B 랭크 이상의 페스아이돌로 만들자,exp
$nameをプロデュースして、Vo.400以上のフェスアイドルにしよう,"$1를 프로듀스해, Vo. 400이상의 페스아이돌로 하자",exp
$nameをプロデュースして、Da.400以上のフェスアイドルにしよう,"$1를 프로듀스해, Da. 400이상의 페스아이돌로 하자",exp
$nameをプロデュースして、Vi.400以上のフェスアイドルにしよう,"$1를 프로듀스해, Vi. 400이상의 페스아이돌로 하자",exp
$nameをプロデュースして、Me.400以上のフェスアイドルにしよう,"$1를 프로듀스해, Me. 400이상의 페스아이돌로 하자",exp
$nameを含めた編成で営業を$num回しよう,$1를 포함한 편성으로 영업을 $2회 하자,exp
$nameをセンターに編成して、グレード2以上のフェスに1回参加しよう,"$1를 센터에 편성해, 그레이드 2이상의 페스에 1회 참가하자",exp
$nameをセンターに編成して、グレード2以上のフェスに3回参加しよう,"$1를 센터에 편성해, 그레이드 2이상의 페스에 3회 참가하자",exp
$nameをセンターに編成して、グレード3以上のフェスに1回参加しよう,"$1를 센터에 편성해, 그레이드 3이상의 페스에 1회 참가하자",exp
$nameをホームユニットに編成しよう,$1를 홈 유닛에 편성하자,exp
$nameの思い出レベルを3以上にしよう,$1의 추억 레벨을 3 이상으로 하자,exp
$nameの思い出レベルを5にしよう,$1의 추억 레벨을 5로 하자,exp
$nameの信頼度を３以上にしよう,$1의 신뢰도를 3 이상으로 하자,exp
$nameの信頼度を５以上にしよう,$1의 신뢰도를 5 이상으로 하자,exp
$nameをプロデュースして1万人のファン数を獲得しよう,$1를 프로듀스해 1만명 팬수를 획득하자,exp
$nameをプロデュースして5万人のファン数を獲得しよう,$1를 프로듀스해 5만명 팬수를 획득하자,exp
$nameをプロデュースして10万人のファン数を獲得しよう,$1를 프로듀스해 10만명 팬수를 획득하자,exp
$nameのRサポートアイドルです,$1의 R서포트 아이돌입니다,exp
$nameのSRアイドルです,$1의 SR서포트 아이돌입니다,exp
$nameのSSRアイドルです,$1의 SSR서포트 아이돌입니다,exp
$nameアイドルロードを最大まで進行した証,$1 아이돌로드를 최대로 진행했다는 증거,exp
アイドルロード $name,아이돌로드 $1,exp
$nounに参加して$nounを達成しよう,$1에 참가해서 $2을(를) 달성하자,exp
$noun以上の$nounで$num位になろう,$1 이상의 $2로 $3위가 되자,exp
振り返りでスキルを習得してみよう,복습하기로 스킬을 습득해 보자,text
初心者ミッションを進めるプロデュースアイドルを選択しよう,초보자 미션을 진행할 프로듀스 아이돌을 선택하자,text
初心者ミッションでプロデュースのコツを掴んでいってくださいね～,초보자 미션으로 프로듀스 요령을 잡아가 주세요~,text
アイドルは特訓をすることで、強力なスキルを覚えられるようになります～,"아이돌은 특훈을 함으로써, 강력한 스킬을 기억할 수 있게 됩니다~",text
アイドルを特訓すると新しいスキルが覚えられます♪特訓には、「同じイラストのアイドルで特訓」と「特訓はづきさんで特訓」の二つの方法がありますよ～,"아이돌을 특훈하면 새로운 스킬을 기억할 수 있습니다♪ 특훈에는, 「같은 일러스트의 아이돌로 특훈」과 「특훈 하즈키씨로 특훈」의 2개의 방법이 있어요~",text
編成のチュートリアルを見よう,편성 튜토리얼을 보자,text
編成チュートリアルを参考にユニット編成してみてくださいね♪,편성 튜토리얼을 참고하여 유닛을 편성해 보세요♪,text
「ユニット編成」の画面で編成チュートリアルを見てみましょう♪,「유닛 편성」의 화면에서 편성 튜토리얼을 봅시다♪,text
編成に悩んだら、おまかせ編成を使ってください♪最初のうちは同じジャンルのアピールを持っているサポートアイドルで揃えるのがおすすめです～,"편성이 고민되면, 자동 편성을 사용해 주세요♪ 처음은 같은 장르의 어필을 가지고 있는 서포트 아이돌로 맞추는 것을 추천합니다~",text
受け取ったサポートアイドルを編成してみましょう♪,받은 서포트 아이돌을 편성해 봅시다♪,text
アイドルは特訓をすることで、強力なスキルを覚えられるようになります～サポートアイドルならレベル上限も上昇しますよ♪,"아이돌은 특훈을 하는 것으로, 강력한 스킬을 기억할 수 있게 됩니다~ 서포트 아이돌이라면 레벨 상한도 상승해요♪",text
サポートアイドルのレベルを上げると、プロデュースを有利に進めることができます～トレーニング以外にも、営業も活用してくださいね,"서포트 아이돌의 레벨을 올리면, 프로듀스를 유리하게 진행할 수가 있습니다~ 트레이닝 외에도, 영업도 활용해 주세요",text
受け取ったサポートアイドルをトレーニングしましょう♪レベルを上げるとアピール力が高くなります。サポートスキルの獲得・強化にもつながりますよ～,받은 서포트 아이돌을 트레이닝 합시다♪ 레벨을 올리면 어필력이 높아집니다. 서포트 스킬의 획득·강화에도 연결되요~,text
最初の一歩、踏み出せましたね\nこれからはアイドルのみなさんと一緒に、\n少しずつでもしっかり進んでいってください,"첫걸음을 내디딜 수 있었네요\n지금부터는 아이돌 여러분과 함께,\n조금씩이라도 확실히 진행해 주세요",text
プロデュースユニットを編成したら、\nアイドルのプロデュースを始めてみましょうか～,"프로듀스 유닛을 편성하였으면,\n아이돌 프로듀스를 시작해볼까요~",text
誕生させたフェスアイドルを編成してフェスに参加してみましょう♪,탄생시킨 페스아이돌을 편성해 페스에 참가해 봅시다♪,text
フェスアイドルを誕生させるには最後までプロデュースをしてくださいね～♪,페스아이돌을 탄생시키려면 끝까지 프로듀스를 해 주세요~♪,text
W.I.N.G.編のプロデュースの振り返りでスキルを習得してみよう,W.I.N.G.편 프로듀스의 복습하기에서 스킬을 습득해 보자,text
ライブスキルはオーディション攻略に欠かせませんスキルの有無で難易度が大きく変わるので、大事なステージの前には取り忘れがないか確認を〜,"라이브 스킬은 오디션 공략에서 빠뜨릴 수 없어요 스킬의 유무로 난이도가 크게 바뀌므로, 소중한 스테이지 전에는 잊어버리지 않았는지 확인을~",text
振り返りでスキルを習得してみましょう♪スキル習得に使うSPは「トークイベント」のお仕事で、たくさんもらう事ができますよ～♪,"복습하기로 스킬을 습득해 봅시다♪ 스킬 습득에 사용하는 SP는 「토크 이벤트」 영업으로, 많이 받을 수 있어요~♪",text
受け取ったサポートアイドルをトレーニングしましょう♪レベルを上げるとアピール力が高くなります、サポートスキルの獲得・強化にもつながりますよ～,받은 서포트 아이돌을 트레이닝합시다♪ 레벨을 올리면 어필력이 높아집니다. 서포트 스킬의 획득·강화에도 연결되어요~,text
誕生させたフェスアイドルを編成してフェスに参加してみましょう♪それぞれのポジションに合ったアイドルを編成するとフェスで高いスコアを残すことができますよ～,탄생시킨 페스아이돌을 편성해 페스에 참가해 봅시다♪ 각각의 포지션에 맞은 아이돌을 편성하면 페스에서 높은 스코어를 남길 수 있어요~,text
あは～、プロデューサーって\nいつも雛菜のことで\n雛菜よりうれしそうだね～？,"아하~, 프로듀서는\n언제나 히나나 일로\n히나나보다 더 기뻐 보이네~?",text
うちの勢いはまだまだ止まらんよ！\nやけん、うちにまかせとってね\nプロデューサー！,"나의 기세는 아직 멈추지 않어야!\n긍께, 나헌테 맡겨보드라고\n프로듀서!",text
ここはあくまで通過点──……\nだけど、そうね……アナタには\nお礼を言いたいわ、ありがとう,"여기는 어디까지나 통과 지점……\n하지만, 그렇네……당신에게는\n감사를 표하고 싶어, 고마워",text
ここまで……参りました……\nそのことが……\n誇らしく……,여기까지……나아왔습니다……\n그 사실이……\n자랑스러워서……,text
なんか……\nふふっ\nありがと,뭔가……\n후훗\n고마워,text
ぴぇ！？　や、やった……！\n──あっ、い、いえ……！\nこのくらい当然です！,"삐에!? 해, 해냈어……!\n──앗, 아, 아뇨……!\n이 정도는 당연하죠!",text
ふゆならこれぐらいできて当たり前\n──って何よ、その不満そうな顔は\n喜べって？　……甘やかさないでよね,"후유라면 이 정도 할 수 있는 건 당연하지\n──근데 뭐야, 그 불만스러운 얼굴은\n기뻐하라고? ……우습게 보지 마",text
まだまだこれからだよ！　でも、これまで駆け抜けてきたのも本当だから……プロデューサー、ありがとう！,"아직 지금부터야! 하지만 지금까지 달려온 것도 사실이니까…… 프로듀서, 고마워!",text
やったぞえらいぞーって、褒めたくて\n自分のこと、それから\nプロデューサーさんのことも,"해냈어, 훌륭해 라고, 칭찬해주고 싶어\n나 자신을, 그리고\n프로듀서도",text
トン……トン……\n前に……前に……\nこのまま……一歩ずつ……♪,톡……톡……\n앞으로……앞으로……\n이대로……한 걸음씩……♪,text
ファンのみなさんが好きでいてくれる『風野灯織』のことは、少しだけ、認められるようになりました,"팬 분들이 좋아해주시는 『카자노 히오리』를, 조금은 인정할 수 있게 됐어요",text
プロデューサーさん。甘奈ね\nちょっとだけふたご座の輝きに\n近づけた気がするよ……！,프로듀서님. 아마나 있잖아\n조금은 쌍둥이자리의 빛에\n가까워진 기분이 들어……! ,text
プロデューサーに褒めてもらえると、\n調子乗っちゃうじゃん～？　けど……\nアイドルも地道な努力が大切なんだね,"프로듀서한테 칭찬받으면,\n신바람이 나잖아~? 그래도……\n아이돌도 꾸준한 노력이 중요한 거구나",text
