name,url,version
ae/work_activity_start/images/text_final.png,text_final.png,3
ae/work_activity_start/images/txt4.png,txt4.png,3
ae/work_activity_start/images/txt3.png,txt3.png,3
ae/work_activity_start/images/txt2.png,txt2.png,3
ae/work_activity_start/images/txt1.png,txt1.png,3
images/tips/mission/002.jpg,mission_002.png,7
images/tips/reserve_idol/003.jpg,reserve_idol_003.png,7
images/tips/reserve_idol/002.jpg,reserve_idol_002.png,8
images/tips/reserve_idol/001.jpg,reserve_idol_001.png,8
images/tips/mission/004.jpg,mission_004.png,7
images/tips/reserve_idol/004.jpg,reserve_idol_004.png,8
images/tips/mission/003.jpg,mission_003.png,7
images/tips/mission/001.jpg,mission_001.png,7
images/tips/produce_action/002.jpg,produce_action_002.png,7
images/tips/produce_action/005.jpg,produce_action_005.png,7
images/tips/produce_action/001.jpg,produce_action_001.png,7
images/tips/produce_top/002.jpg,produce_top_002.png,7
images/tips/produce_top/005.jpg,produce_top_005.png,7
images/tips/produce_action/004.jpg,produce_action_004.png,7
images/tips/produce_top/003.jpg,produce_top_003.png,7
images/tips/produce_top/004.jpg,produce_top_004.png,7
images/tips/produce_action/003.jpg,produce_action_003.png,7
images/tips/produce_top/001.jpg,produce_top_001.png,7
images/content/home_deck_background/bg/00023.jpg,home_00023.jpg,1
images/ui/raid_top/parts.json_image,raid_top.png,3
images/ui/game_event/parts_button.json_image,game_event_button.png,2
images/ui/raid_concert/parts.json_image,raid_concert.png,2
images/tips/true_end_teaching/area_select/001.jpg,area_select_001.png,2
images/tips/true_end_teaching/produce_idol_select/001.jpg,produce_idol_select_001.png,2
images/tips/true_end_teaching/produce_idol_select/002.jpg,produce_idol_select_002.png,2
images/tips/true_end_teaching/deck_edit/tips_deck_edit.jpg,deck_edit_tips_deck_edit.png,2
images/tips/true_end_teaching/deck_edit/tips_produce_item_visual.jpg,deck_edit_tips_produce_item_visual.png,2
images/tips/true_end_teaching/trend/001.jpg,trend_001.png,2
images/ui/true_end_teaching/produce/parts.json_image,true_end_teaching_produce.png,2
images/tips/true_end_teaching/skill_board/001.jpg,skill_board_001.png,2
images/tips/true_end_teaching/skill_board/002.jpg,skill_board_002.png,2
images/tips/true_end_teaching/skill_board/003.jpg,skill_board_003.png,2
images/tips/true_end_teaching/skill_board/004.jpg,skill_board_004.png,2
images/tips/true_end_teaching/skill_board/005.jpg,skill_board_005.png,2
images/tips/true_end_teaching/deck_edit/tips_produce_item_dance.jpg,deck_edit_tips_produce_item_dance.png,2
images/tips/true_end_teaching/deck_edit/tips_produce_item_vocal.jpg,deck_edit_tips_produce_item_vocal.png,2
images/ui/produce_action/parts_effect.json_image,produce_action_parts_effect.png,7
images/ui/produce_action/parts_support_skill.json_image,produce_action_parts_support_skill.png,2
images/tutorial/001.jpg,tutorial_001.png,7
images/tutorial/002.jpg,tutorial_002.png,7
images/tutorial/003.jpg,tutorial_003.png,7
images/tutorial/004.jpg,tutorial_004.png,7
images/tutorial/005.jpg,tutorial_005.png,7
images/tutorial/006.jpg,tutorial_006.png,7
images/tutorial/007.jpg,tutorial_007.png,7
images/tutorial/008.jpg,tutorial_008.png,7
images/tutorial/009.jpg,tutorial_009.png,7
images/tutorial/010.jpg,tutorial_010.png,7
images/tutorial/011.jpg,tutorial_011.png,7
images/tutorial/012.jpg,tutorial_012.png,7
images/tutorial/013.jpg,tutorial_013.png,7
images/tutorial/014.jpg,tutorial_014.png,7
images/tutorial/015.jpg,tutorial_015.png,7
images/tutorial/016.jpg,tutorial_016.png,8
images/tutorial/017.jpg,tutorial_017.png,7
images/tutorial/018.jpg,tutorial_018.png,7
images/tutorial/019.jpg,tutorial_019.png,7
images/tutorial/020.jpg,tutorial_020.png,7
images/tutorial/021.jpg,tutorial_021.png,7
images/tutorial/022.jpg,tutorial_022.png,8
images/tutorial/023.jpg,tutorial_023.png,7
images/tutorial/024.jpg,tutorial_024.png,7
images/tutorial/025.jpg,tutorial_025.png,7
images/ui/concert/parts.json_image,concert_parts.png,16
images/ui/common/parts_idol_icon.json_image,common_parts_idol_icon.png,11
images/ui/common/parts_icons.json_image,common_parts_icons.png,17
images/content/my_page/banner_border/package.png,banner_border_package.png,2
images/ui/common/parts_beginner_and_true_end_teaching_button.json_image,common_parts_beginner_and_true_end_teaching_button.png,2
images/ui/produce_top/parts_produce_item_content.json_image,produce_top_parts_produce_item_content.png,9
images/ui/game_event/parts_list.json_image,game_event_parts_list.png,4
images/ui/shop/parts_shop_content.json_image,shop_content.png,5
images/ui/produce_idea_note/parts.json_image,produce_idea_note_parts.png,3
images/tips/produce_fan_meeting/001.jpg,produce_fan_meeting_001.png,2
images/tips/produce_fan_meeting/002.jpg,produce_fan_meeting_002.png,2
images/tips/produce_fan_meeting/003.jpg,produce_fan_meeting_003.png,2
images/tips/produce_fan_meeting/004.jpg,produce_fan_meeting_004.png,3
images/tips/produce_fan_meeting/005.jpg,produce_fan_meeting_005.png,2
images/tips/produce_fan_meeting/006.jpg,produce_fan_meeting_006.png,2
images/tips/produce_fan_meeting/007.jpg,produce_fan_meeting_007.png,2
images/tips/produce_fan_meeting/008.jpg,produce_fan_meeting_008.png,2
images/tips/produce_ready/003.jpg,produce_ready_003.png,10
images/tips/gasha/001.jpg,gasha_001.png,7
images/tips/gasha/002.jpg,gasha_002.png,7
images/tips/gasha/003.jpg,gasha_003.png,7
images/ui/produce_idol_rank/parts_idea_note_result.json_image,idea_note_result.png,2
images/ui/notice/parts.json_image,notice_parts.png,11
images/ui/common/parts.json_image,common_parts.png,27
images/tips/beginner_mission/001.jpg,beginner_mission_001.jpg,2
images/tips/beginner_mission/002.jpg,beginner_mission_002.jpg,2
images/ui/beginner_mission/parts.json_image,beginner_mission_parts.png,6
images/ui/produce_reporter_event/parts_reporter.json_image,reporter.png,3
images/ui/idol_choice/parts.json_image,idol_choice_parts.png,2
images/content/unit/name/001.png,unit_name_001.png,2
images/content/unit/catch_copy/001.png,unit_catch_001.png,2
images/content/unit/name/002.png,unit_name_002.png,2
images/content/unit/catch_copy/002.png,unit_catch_002.png,2
images/content/unit/name/003.png,unit_name_003.png,2
images/content/unit/catch_copy/003.png,unit_catch_003.png,2
images/content/unit/name/004.png,unit_name_004.png,2
images/content/unit/catch_copy/004.png,unit_catch_004.png,2
images/content/unit/name/005.png,unit_name_005.png,2
images/content/unit/catch_copy/005.png,unit_catch_005.png,2
images/content/unit/name/006.png,unit_name_006.png,2
images/content/unit/catch_copy/006.png,unit_catch_006.png,2
images/ui/game_event/parts_icon.json_image,game_event_parts.png,9
communication_base.png,communication_base.png,7
images/ui/tutorial/parts.json_image,tutorial_parts.png,9
images/content/gasha/bg/0a0897f6698591c237eb5f7c062f71f8_2562.jpg,0a0897f6698591c237eb5f7c062f71f8_2562.jpg,1
images/content/gasha/title/0a0897f6698591c237eb5f7c062f71f8_2562.png,0a0897f6698591c237eb5f7c062f71f8_2562.png,1
images/ui/raid_deck/parts.json_image,raid_deck_parts.png,2
images/ui/idol_road/parts.json_image,idol_road_parts.png,2
images/ui/produce_staff_assist_event/parts_staff_assist.json_image,produce_staff_assist.png,2
images/tips/idol_road/001.jpg,idol_road_001.jpg,2
images/tips/idol_road/002.jpg,idol_road_002.jpg,2
images/tips/idol_road/003.jpg,idol_road_003.jpg,2
images/tips/idol_road/004.jpg,idol_road_004.jpg,2
images/content/gasha/bg/d0d0c38207809127a35beb3880c86f93_2592.jpg,d0d0c38207809127a35beb3880c86f93_2592.jpg,1
images/content/gasha/banner/4bed73ed7fff2966a963611bf6002560_108201.png,content/gasha/banner/4bed73ed7fff2966a963611bf6002560_108201.png,2
images/content/gasha/banner/8d382872ef55dcd3b6087d585dd8679b_300301.png,content/gasha/banner/8d382872ef55dcd3b6087d585dd8679b_300301.png,2
images/content/gasha/banner/59a3d2215f3bce79ff8d8004cbe6190f_118201.png,content/gasha/banner/59a3d2215f3bce79ff8d8004cbe6190f_118201.png,2
images/content/gasha/banner/8212f8b4819f89926330892b2cac0fb4_170201.png,content/gasha/banner/8212f8b4819f89926330892b2cac0fb4_170201.png,1
images/content/idols/name/1209a8ef1f8e6a454b7e8df52952bc7f_1040010010.png,content/idols/name/mano-ssr1.png,6
images/content/gasha/banner/c90c47cfd96fdedc2f5c375f63061e3c_259201.png,content/gasha/banner/c90c47cfd96fdedc2f5c375f63061e3c_259201.png,1
images/content/gasha/bg/111c46d4a95e403224cf13f188ab97e7_2702.jpg,gasha_20200501_10free.jpg,1
images/content/gasha/title/111c46d4a95e403224cf13f188ab97e7_2702.png,f2b570b5b32134a965866c47596ad4cd_2652.png,1
images/content/gasha/title/41d73fe5eac2d5cdf186f03520b37ac9_2732.png,content/gasha/yusuke/41d73fe5eac2d5cdf186f03520b37ac9_2732.png,1
images/content/gasha/bg/41d73fe5eac2d5cdf186f03520b37ac9_2732.jpg,content/gasha/yusuke/41d73fe5eac2d5cdf186f03520b37ac9_2732.jpg,1
images/ui/cloth_change/content_parts.json_image,cloth_change.png,8
images/ui/concert_result/parts_status.json_image,concert_result.png,7
images/ui/init/parts.json_image,init.png,10
images/ui/home_deck/parts_bg_change_layer.json_image,parts_bg_change_layer.png,2
images/ui/comic/parts.json_image,comic_parts.png,8
images/ui/option/parts.json_image,option.png,15
images/ui/profile/parts.json_image,profile.png,3
images/ui/item/parts.json_image,item_parts.png,10
images/ui/item/parts_seasonal_present.json_image,item_parts_seasonal_present.png,2
images/content/limit_break_skills/icon.json_image,limit_break_skills_icon.png,9
images/ui/idol_detail/parts_trust.json_image,idol_detail_parts_trust.png,2
